id,status_group
36436,non functional
15036,functional
23175,non functional
41998,functional
19345,functional
1198,functional
39848,functional
39278,non functional
39844,non functional
17332,functional needs repair
51287,functional
49514,functional
64288,functional
41782,functional
54572,non functional
68079,functional
68017,functional
66705,functional
5274,functional
58230,non functional
51010,functional needs repair
46242,functional
1917,functional
9361,non functional
33043,functional
56633,non functional
57518,functional needs repair
51128,functional
4388,functional
62267,functional needs repair
72473,functional
70957,functional needs repair
35399,functional
33236,non functional
73183,functional
52939,non functional
66929,functional
54326,functional
16343,non functional
33013,non functional
60384,functional
41074,functional
71997,non functional
35190,non functional
3425,functional
4335,functional
7399,non functional
46431,functional
40845,functional
27347,non functional
10981,functional
36447,functional
67485,functional
11220,functional
45857,functional needs repair
21806,non functional
8771,functional
45535,functional
8671,functional
2252,non functional
58078,non functional
61068,functional
69204,non functional
28326,non functional
46930,non functional
52104,functional
31732,functional
21584,non functional
17045,non functional
14404,functional
34699,functional
39930,functional
38744,non functional
4339,non functional
54735,non functional
51916,functional
58114,functional
28339,functional
52048,non functional
66497,functional
18353,functional
16701,non functional
59499,non functional
66042,functional
43965,functional
48361,functional needs repair
70766,functional
9510,non functional
28586,non functional
28521,non functional
18050,non functional
73151,functional
45011,functional
64380,non functional
66896,functional
40184,functional
67207,functional
70178,non functional
54063,functional
39252,functional
53773,functional needs repair
47931,functional
44168,non functional
66540,functional
54089,functional
29244,non functional
27525,non functional
58991,functional
18087,functional
67803,non functional
48006,functional
11788,functional needs repair
16100,non functional
16382,functional
21208,functional
8637,functional
67008,functional
67914,functional
7041,non functional
43181,non functional
26191,functional
14766,non functional
49812,functional
12705,functional
25422,functional
9399,functional
4239,functional needs repair
49442,functional
32,non functional
11443,non functional
15492,functional
63498,functional
12708,non functional
19483,functional needs repair
31204,non functional
33445,non functional
40820,functional
10279,functional
46718,functional needs repair
39000,non functional
45897,non functional
62154,functional
50034,functional
11853,functional needs repair
40426,functional
41168,functional
58978,non functional
31363,non functional
32736,functional
29058,non functional
23824,functional
61885,non functional
59187,non functional
73243,non functional
62915,functional
1784,non functional
65951,non functional
20661,non functional
55504,functional
66975,functional
72057,non functional
49331,non functional
52682,functional
37859,non functional
10460,non functional
12407,functional
69993,non functional
13012,non functional
70896,functional
13264,functional
51824,functional
60216,non functional
57481,functional
3996,non functional
24854,non functional
43420,non functional
70468,functional
38305,non functional
57179,non functional
70388,functional
67589,functional
69974,functional
8854,non functional
71663,functional
69272,non functional
49119,non functional
15638,functional needs repair
9086,functional
56422,functional
39106,functional
4515,functional
48594,functional
63779,functional
60740,functional
61242,functional needs repair
65001,non functional
2601,non functional
52456,functional
21873,functional
25505,non functional
21890,non functional
52336,non functional
57756,functional
45465,functional
4989,functional
51585,functional
50533,functional
54866,functional
23793,functional
50135,functional
26549,non functional
66920,functional
35517,non functional
390,functional
13645,functional
39327,functional
58900,functional
2100,functional
31521,non functional
277,functional
33937,functional
42545,functional
7614,non functional
46861,functional
35278,functional
71773,functional
52392,functional
47229,non functional
10716,functional
13923,functional
42206,functional
965,functional
66646,functional
17301,non functional
21533,functional
37797,functional
19241,functional
15296,non functional
41472,non functional
73859,functional
20153,non functional
71684,functional
8321,functional
68979,functional
48850,functional
64251,non functional
3583,functional
33326,non functional
8500,functional
67047,non functional
24896,non functional
39527,functional
3089,non functional
66477,functional
24107,non functional
7823,non functional
32016,functional
35048,non functional
70580,functional
47503,functional
37357,functional
1195,functional needs repair
52309,functional
19655,non functional
39455,functional
52757,functional
62729,functional
24324,functional
51298,non functional
17127,functional needs repair
28152,functional needs repair
14259,functional
47461,non functional
65878,functional
58913,non functional
70035,non functional
37446,functional
30337,non functional
57584,non functional
67193,non functional
62103,non functional
22896,non functional
5934,non functional
61722,functional
9299,non functional
68558,functional
51165,functional
8657,functional
54952,functional
53160,functional needs repair
17393,functional needs repair
33016,functional
25929,functional
41102,functional
11093,functional
52744,functional
23484,functional
13139,functional
55439,functional
41539,functional
47692,non functional
60165,functional
64683,functional
7089,functional
13516,non functional
47720,functional
22588,non functional
28580,functional
9075,non functional
25066,functional
28284,non functional
67568,non functional
64823,functional
8243,functional
2556,functional
58746,non functional
18288,functional
72822,functional
5178,functional
66294,functional
14451,functional
48600,non functional
27513,non functional
36889,functional
663,functional
10646,non functional
35103,non functional
50804,functional
29635,non functional
47604,non functional
49844,functional
69068,functional
43074,functional
71088,functional
40470,functional needs repair
21920,functional
51415,non functional
15480,non functional
21881,functional
7780,non functional
24908,functional
53915,functional
54560,non functional
15498,functional needs repair
20446,functional
5886,non functional
52883,non functional
30892,functional
37432,non functional
42574,functional
61505,functional
44827,functional
5951,functional
48991,functional
22821,functional
46478,functional
19831,non functional
49317,functional needs repair
18472,functional needs repair
58686,non functional
47419,functional
44921,non functional
55024,functional needs repair
28971,functional
8108,functional
32182,non functional
40513,functional
372,functional
49297,functional
24407,functional
44874,functional
25119,non functional
3882,non functional
73443,functional
56056,functional
22035,functional
46318,functional
20802,non functional
41941,non functional
12044,functional
47262,non functional
19337,functional
38688,non functional
45341,non functional
55661,functional
32322,non functional
41912,non functional
26136,functional
13480,functional
62035,functional
50343,non functional
68537,functional
52293,non functional
17764,functional
67862,non functional
38933,functional
68514,functional
65335,functional
27469,non functional
31290,functional
72594,non functional
2854,non functional
19679,functional
46470,functional
9931,functional
39214,functional
3982,functional
29633,functional
50872,non functional
31969,functional
51280,non functional
63438,functional
52302,non functional
44486,functional
4641,non functional
47724,functional
4393,functional
54938,functional
66983,non functional
55870,non functional
62561,non functional
7975,non functional
9418,non functional
4929,functional
68311,functional
15225,non functional
51854,non functional
40247,functional
37958,non functional
19319,non functional
27495,functional
20111,functional
33231,functional
44772,functional
53237,non functional
23279,functional needs repair
66738,non functional
73053,non functional
31190,non functional
54820,functional
54173,non functional
40904,non functional
43729,non functional
63132,non functional
65274,non functional
2012,non functional
70647,non functional
6067,functional
47835,functional
14510,functional
34536,functional
50168,functional
65018,non functional
4960,functional
19291,functional
11480,non functional
74179,functional
46276,functional
69469,functional
51844,functional
13340,functional needs repair
34046,functional
72429,non functional
60034,functional
36173,functional needs repair
66575,functional
33778,functional needs repair
52807,functional
37283,functional
53688,non functional
54777,non functional
10363,functional
42685,non functional
29334,functional
17320,functional
7060,non functional
3905,non functional
14607,functional
59091,non functional
44927,non functional
59415,functional
59722,non functional
49411,functional
40903,non functional
64786,non functional
36207,functional
61178,functional needs repair
55377,functional
34300,non functional
29483,functional
58576,non functional
37659,functional
63873,functional
55723,non functional
9950,functional
49680,functional
30329,functional needs repair
64912,non functional
21165,functional
42112,non functional
25108,non functional
55021,functional needs repair
14319,functional
23587,non functional
27217,functional
62333,non functional
3284,non functional
38299,non functional
35668,non functional
10228,functional
67801,non functional
63324,functional
33451,functional
46306,functional
37149,functional
29770,functional
14731,functional
7963,functional
55945,functional
7645,functional
7244,functional
40114,functional
37615,functional
54151,functional
64712,non functional
40499,functional
71171,functional
20712,non functional
20187,functional
12383,functional
33364,functional
9646,non functional
12201,non functional
1782,non functional
42747,functional
12125,non functional
53260,functional
55023,non functional
7865,functional needs repair
66269,non functional
45049,functional needs repair
4988,non functional
17387,functional
41771,functional
44806,non functional
9157,non functional
70881,functional needs repair
59951,functional
47581,non functional
14986,functional
71499,non functional
32928,non functional
11934,functional
54065,functional
25479,non functional
38302,functional
32973,functional
52140,functional
51060,non functional
33106,non functional
55127,functional needs repair
8640,functional
43117,non functional
9966,non functional
11183,non functional
72250,non functional
50586,non functional
48093,non functional
37435,functional
9379,functional
65657,functional needs repair
34535,functional
26262,functional
14458,functional needs repair
33972,functional
40238,functional
70610,non functional
47960,functional
71481,functional
10946,functional
68239,non functional
56314,non functional
20772,non functional
41027,non functional
57639,functional
42841,functional
8016,functional
38349,functional
68114,non functional
53733,non functional
53513,non functional
50420,functional needs repair
31043,non functional
11436,non functional
66544,functional
66297,functional
9975,non functional
21663,functional
66747,functional
8343,functional
43675,functional
12325,functional needs repair
27609,functional needs repair
70092,non functional
4092,non functional
60469,functional
15869,functional
31689,functional
40197,functional
35039,functional
19866,functional
65864,functional
54111,functional
65616,functional
24954,non functional
55924,functional
48299,non functional
51679,non functional
7861,non functional
74037,non functional
2367,functional
60329,functional needs repair
16467,functional
36876,functional
42906,functional needs repair
58855,non functional
48072,functional
34861,functional
38446,non functional
25076,functional
42010,non functional
27880,functional
49961,functional
32989,functional
17483,functional
54815,functional
16359,functional
54840,functional
6252,non functional
46589,functional
65044,functional
52749,functional
31792,functional
72814,functional
19523,non functional
32936,functional
28011,functional needs repair
49940,functional
21296,functional
57692,functional
60900,non functional
69726,functional
4707,functional
5501,functional
37805,functional
20466,non functional
915,functional
15844,functional
60509,functional needs repair
22552,non functional
47386,non functional
8521,functional
54730,functional
58417,functional needs repair
11731,functional
40490,functional needs repair
17385,non functional
63184,functional needs repair
45621,functional
42679,functional
64602,functional
33317,functional
38658,non functional
64299,non functional
36030,non functional
18940,functional
45669,functional
19668,functional
44209,non functional
73269,functional needs repair
72767,functional
68471,functional
907,functional
57724,functional
19492,functional
18247,non functional
61793,non functional
68182,functional
69769,non functional
1580,functional
9327,functional
18330,functional
9250,functional
29932,functional
22830,functional
58200,non functional
30920,non functional
9138,non functional
50234,functional
54691,non functional
16393,functional
56549,functional
9832,functional needs repair
31881,non functional
12886,functional
58897,functional
830,functional
15950,functional
26265,functional
46220,functional
22347,functional
2860,non functional
19021,functional
3484,functional
30298,functional needs repair
39782,non functional
74005,non functional
5674,non functional
9381,functional
3895,functional
1673,functional
29551,non functional
41475,functional
67870,functional
2791,functional
42255,non functional
67164,functional
12440,functional
13193,functional
60880,functional
71008,functional
67514,functional
34910,functional
383,functional
23977,non functional
70543,functional
2906,functional needs repair
33810,non functional
10021,non functional
46730,non functional
1663,functional
2408,functional
72505,functional
65019,functional
42313,functional
340,functional
50285,functional
3409,non functional
26378,functional
47552,non functional
32262,functional
58637,functional needs repair
34827,functional
63294,functional
44867,non functional
26751,non functional
66574,functional
39354,non functional
21479,functional
57899,functional
60079,non functional
62070,non functional
20628,non functional
11344,functional needs repair
62122,functional
51867,functional
51667,non functional
16857,functional needs repair
27022,functional
10438,functional
57755,non functional
22384,functional
3380,non functional
41843,functional
35208,functional
37152,non functional
47925,functional
43946,non functional
2932,non functional
11829,non functional
59013,functional
48338,functional
71276,functional
62998,non functional
6708,functional
9969,functional needs repair
5567,functional
61598,functional
20745,functional
72485,non functional
53890,functional
62984,functional
56024,functional needs repair
64958,non functional
36386,functional
12970,functional
63672,non functional
1545,non functional
68416,non functional
53929,functional
59291,functional
20931,functional
18781,non functional
15430,functional
54042,non functional
56896,non functional
2579,functional
65982,functional
8486,functional
15871,functional
36433,functional
65239,functional
42513,functional
63248,functional
2959,non functional
64833,non functional
54346,functional
12284,functional
18056,functional
9415,functional needs repair
10574,non functional
67761,functional
2413,non functional
60358,non functional
72803,functional
71644,functional needs repair
43929,functional
23370,functional
38121,functional
71352,functional
26630,functional
72503,functional
36667,functional
13838,non functional
73762,non functional
56917,functional needs repair
64901,functional
11878,functional
11761,functional needs repair
22410,non functional
29102,functional
36539,functional
9758,functional
28981,non functional
56273,non functional
35854,functional needs repair
38840,non functional
32235,functional
36097,functional
54661,non functional
61700,functional
71556,functional
9296,non functional
26823,functional
45401,non functional
862,functional
12857,functional
60984,non functional
68476,functional
18299,non functional
48846,functional
6446,non functional
63522,non functional
66298,non functional
39348,non functional
25325,non functional
38166,non functional
10753,non functional
6496,functional
66416,functional
47968,non functional
30436,functional
53608,functional
66036,functional
46595,functional
18890,functional
1978,non functional
10656,non functional
69297,non functional
43482,functional
43158,functional
18733,non functional
27893,non functional
72342,non functional
37520,non functional
11453,non functional
39911,functional
51620,non functional
18133,non functional
4572,non functional
55691,non functional
42966,functional
66569,non functional
7200,non functional
53136,functional
25723,non functional
66123,functional
7672,non functional
37943,functional
2142,functional needs repair
66405,functional
13101,functional
73963,non functional
26444,non functional
19007,functional
71761,functional
1467,non functional
35518,functional
32922,functional needs repair
43852,non functional
29438,functional
56706,non functional
39407,non functional
58835,non functional
43397,functional needs repair
9994,functional
7622,non functional
34194,functional
13045,functional
32959,functional
50876,functional
31094,non functional
37473,non functional
61430,non functional
47922,non functional
52355,functional
65517,functional
42861,functional
59615,non functional
28406,functional
3716,functional
219,functional
2079,functional
3612,functional needs repair
50670,functional
33118,functional
25722,non functional
56582,non functional
7760,functional
39295,non functional
68787,functional
64264,non functional
35160,functional needs repair
49452,non functional
53668,functional
67380,functional
45974,functional
11062,functional needs repair
27946,functional
50414,functional
38773,functional
39624,functional
72477,functional
61146,functional needs repair
22496,functional
39554,functional
23463,functional
26384,non functional
42071,functional
38972,functional
44617,functional
32282,functional
8586,functional
36903,functional
55556,functional
21436,non functional
17030,non functional
51806,functional
44903,functional
1957,functional
20102,non functional
39391,functional
10871,non functional
67815,functional needs repair
19183,functional
17711,functional
59743,functional
11844,functional
40062,non functional
40682,functional
71690,functional
22833,non functional
16908,non functional
43496,functional
62050,non functional
65634,functional
6309,functional
38784,functional needs repair
38329,functional
69029,functional
25515,non functional
30870,functional
34228,functional
42698,functional
31674,functional
2848,functional
52616,functional
28760,functional
1188,functional needs repair
13957,functional
20847,functional
39895,functional
44133,functional
47704,non functional
68173,functional
40526,non functional
26285,functional
67502,functional
57809,non functional
3915,functional
69110,functional
21675,functional
16738,non functional
13627,non functional
13404,non functional
16649,non functional
8572,functional needs repair
71169,functional
71519,non functional
72287,functional
19168,functional
25981,functional
33996,functional
69749,functional
53037,non functional
49611,non functional
52353,functional
71599,non functional
29631,functional
54016,functional needs repair
71623,non functional
67739,functional
30275,non functional
29073,functional
59974,non functional
47612,non functional
15654,non functional
12002,functional
10489,functional
49293,functional
23467,non functional
6668,functional
6876,functional
11289,functional
30283,non functional
55091,functional
26166,functional
3449,functional
7498,functional
62730,functional needs repair
68654,functional
5300,functional needs repair
22742,non functional
2653,non functional
71210,non functional
24301,functional needs repair
51174,non functional
57324,non functional
47760,functional
34478,functional
44012,functional
50314,non functional
24528,functional
57041,non functional
6407,non functional
42635,functional
73702,non functional
67087,non functional
7398,non functional
20430,functional needs repair
60819,functional
59586,functional
49192,functional needs repair
39902,functional
52301,functional
50482,non functional
36023,functional
42509,functional
42398,functional
56132,functional
37018,non functional
33205,functional
57405,non functional
66229,non functional
22953,functional
67348,functional
10496,non functional
49208,non functional
29525,functional
51648,functional
49307,functional
6408,functional
53899,functional
46623,functional
12537,non functional
1365,non functional
54115,functional
52656,functional
40498,non functional
48970,non functional
56235,functional
36070,non functional
63964,functional
32271,functional
15011,functional
38607,non functional
39836,functional
65630,functional
58295,functional
4210,functional
3161,functional
21846,functional
28509,functional
20933,functional
20195,functional
528,functional
55726,non functional
39291,non functional
39436,functional needs repair
29216,functional
12682,functional needs repair
48580,functional
22504,functional
54078,functional
18687,functional
41128,functional needs repair
73213,non functional
52967,non functional
73043,functional needs repair
23440,non functional
51098,non functional
37286,functional
3953,functional
70347,functional
61706,functional
45392,functional
12844,functional
8890,functional
49091,functional
44085,non functional
19625,non functional
44799,non functional
36158,non functional
36397,non functional
13057,functional
5874,non functional
9067,functional
15956,functional
3693,non functional
65220,non functional
31365,functional
60072,functional
45524,functional
536,non functional
21099,functional
45506,non functional
39120,functional
66657,functional
20094,functional
20309,functional needs repair
49113,functional
44016,functional
7210,non functional
34555,non functional
16088,non functional
25292,functional needs repair
60748,functional
27452,functional
59367,functional
59662,functional
63833,functional
63706,non functional
40887,functional
3501,functional needs repair
20532,functional needs repair
1386,functional
34149,non functional
43398,functional
49223,functional
58176,functional
57623,non functional
12860,functional needs repair
30913,non functional
45960,functional
34432,non functional
17486,functional
65669,functional
37837,functional needs repair
73292,non functional
11651,non functional
29408,non functional
37866,non functional
69690,non functional
53995,non functional
53366,functional
39328,functional needs repair
2320,functional
67731,functional
57014,functional
62940,non functional
50725,functional
2855,functional
25922,non functional
19440,functional
31206,non functional
2349,non functional
57290,functional
9508,non functional
66849,functional
62431,functional
23245,functional
21360,functional
44870,functional
64287,functional
44968,non functional
61846,functional
49580,functional
15928,non functional
25900,non functional
31819,non functional
48103,non functional
49852,non functional
17098,functional
1767,functional
33791,functional
60357,functional
27287,non functional
50174,functional
60161,functional
10484,non functional
33521,functional
56320,functional
33643,non functional
22899,non functional
63343,functional
29869,non functional
41463,non functional
23539,functional
2230,functional
26037,functional
375,functional needs repair
39654,non functional
53096,non functional
60168,functional needs repair
16990,functional
21007,functional
14315,non functional
2177,functional
49269,functional
4671,functional
44176,non functional
40998,non functional
7333,functional
64091,functional
68831,functional
42058,non functional
7902,non functional
65022,functional needs repair
28086,functional
45360,functional
45083,functional
32905,functional
39259,functional
38013,non functional
38895,functional
35123,non functional
7111,non functional
35613,non functional
49983,non functional
7539,functional
70967,non functional
37779,non functional
17732,non functional
40619,non functional
13128,functional
62321,functional
41884,functional
22763,non functional
56616,functional
48446,functional
59810,functional
15364,non functional
28596,functional
16194,non functional
63304,non functional
18910,non functional
60481,functional
42567,functional
44374,functional
1807,non functional
51223,non functional
15702,functional
11806,functional needs repair
54631,functional
27402,functional
3372,non functional
64730,functional
17064,non functional
26829,non functional
9453,functional
67241,non functional
73217,functional
66403,functional
48472,functional
64553,non functional
24516,non functional
20160,non functional
6966,non functional
65057,functional
17269,non functional
11662,functional
27280,non functional
39968,non functional
33060,functional needs repair
50189,non functional
8863,non functional
18527,non functional
49700,non functional
71248,non functional
52907,functional
7891,functional
50648,functional
51640,functional
56160,non functional
61205,non functional
37237,functional
39476,functional
12645,non functional
65423,functional
59104,functional
12613,non functional
20577,non functional
32896,functional needs repair
22800,functional
15436,non functional
28147,functional needs repair
62337,non functional
46824,non functional
37508,functional
55768,functional
60117,non functional
59651,functional
40212,non functional
73448,functional
51073,non functional
5001,functional
33581,functional
71443,functional
52469,functional
56512,non functional
36028,functional
22096,functional
48869,functional
2988,functional
18857,functional
5138,non functional
13512,functional
20209,functional
48604,functional
66879,functional needs repair
40331,functional
49860,functional
43322,functional
13054,functional
51553,functional
10459,non functional
58533,functional
31297,functional
63877,functional needs repair
42620,functional
45603,functional
5494,functional
22161,functional
3807,functional
9865,non functional
23557,non functional
48471,non functional
13087,non functional
67705,non functional
31275,non functional
66376,non functional
29811,non functional
47938,non functional
60613,functional
13300,non functional
42764,functional
62481,functional
5483,functional needs repair
72602,non functional
72209,functional
60017,non functional
320,functional
44190,functional
44812,functional
19675,non functional
24619,functional
51059,non functional
4253,functional
64624,non functional
3451,non functional
28982,functional
11328,functional
41177,non functional
15005,non functional
42649,functional
33997,non functional
9917,non functional
55120,non functional
59177,functional
17066,non functional
8462,functional needs repair
28474,non functional
19611,functional needs repair
53689,non functional
69613,non functional
40335,functional
21223,non functional
48646,non functional
58015,non functional
56587,functional
47054,non functional
66850,non functional
19266,functional
41509,functional
50766,functional
14113,non functional
42577,functional
60521,functional
31241,functional
31095,non functional
42850,functional
37852,functional
62257,non functional
9974,non functional
55266,non functional
58758,non functional
28508,functional needs repair
4268,functional
29508,functional
51429,non functional
58930,functional
21969,non functional
