id,status_group
61654,functional
40482,non functional
43123,functional needs repair
40492,functional
68733,non functional
3952,functional
70288,functional needs repair
30085,non functional
65837,non functional
34752,functional
2465,functional needs repair
11466,functional needs repair
22313,functional
30179,functional
23505,non functional
48424,non functional
11150,functional
70368,functional needs repair
26935,non functional
5919,functional
2134,functional
16652,functional
59302,functional
24210,non functional
6211,functional needs repair
19743,functional
10760,functional
48104,functional
50171,non functional
63137,functional
38301,non functional
10948,functional needs repair
33232,non functional
61415,functional
69131,non functional
73555,functional needs repair
46610,functional
20922,non functional
55743,functional
19341,functional
9588,functional
3293,non functional
55490,non functional
67678,non functional
36119,functional
62775,non functional
68162,functional needs repair
66128,functional
12036,functional needs repair
15739,functional
57048,non functional
15825,functional
45590,functional
18055,functional needs repair
34073,functional
14860,functional
53713,non functional
69327,functional
60169,functional
26798,functional
37122,functional
45156,functional
22874,non functional
58774,non functional
40092,non functional
17487,non functional
35886,functional
49892,functional needs repair
66338,non functional
35481,functional
4135,non functional
54191,functional needs repair
31349,non functional
72271,non functional
48863,functional needs repair
13758,functional needs repair
33443,non functional
12003,functional needs repair
10845,functional needs repair
47,non functional
70492,non functional
11346,functional needs repair
20126,non functional
51000,non functional
64505,functional
58329,functional needs repair
6311,functional needs repair
22286,functional
35013,non functional
6274,functional
30904,functional needs repair
46606,functional needs repair
18461,functional needs repair
15256,functional
625,functional needs repair
42122,functional needs repair
18277,functional
68501,non functional
8816,functional
62879,functional needs repair
18554,functional needs repair
27712,non functional
46935,non functional
57804,non functional
57711,non functional
5516,functional
8305,functional
57410,functional
51412,functional needs repair
25863,non functional
35994,non functional
55279,functional
74102,non functional
38277,functional needs repair
1998,functional needs repair
52056,non functional
63679,functional needs repair
71762,functional
71432,non functional
45592,functional needs repair
13663,functional needs repair
62227,non functional
3730,non functional
2451,functional needs repair
46418,non functional
45996,functional needs repair
60911,functional
46089,functional
65579,non functional
40407,functional
66663,functional needs repair
26597,functional
50540,non functional
58133,functional
1493,non functional
31503,functional needs repair
17910,functional needs repair
19466,non functional
38120,functional
66553,functional
31696,functional
51318,non functional
33584,functional needs repair
48678,functional needs repair
36112,non functional
6294,functional needs repair
40612,non functional
62793,non functional
58090,non functional
2532,non functional
38865,functional
35462,functional
51709,functional
40624,non functional
41745,functional
42315,functional
38952,non functional
45540,functional needs repair
73833,functional
27771,functional needs repair
9336,non functional
12545,functional needs repair
54811,functional needs repair
48326,functional
31787,functional needs repair
61745,non functional
42091,functional needs repair
43727,functional needs repair
46917,functional needs repair
26718,functional
3138,non functional
72932,non functional
25707,functional needs repair
68580,functional needs repair
25064,functional
7624,non functional
3830,functional
13458,functional
57377,functional
37294,functional
39561,functional needs repair
23237,functional needs repair
72484,functional
56490,functional needs repair
13706,functional
43035,non functional
14084,non functional
55875,functional needs repair
17299,functional
1793,non functional
70943,non functional
65720,non functional
49165,functional needs repair
18879,functional
3574,non functional
56735,non functional
45481,functional needs repair
51772,functional
74095,non functional
54000,functional
34834,functional
50175,functional needs repair
35733,non functional
6808,functional needs repair
27311,functional
73303,functional
70335,non functional
2691,functional
12582,functional needs repair
49536,non functional
23715,functional needs repair
45445,functional
52609,functional needs repair
35087,functional needs repair
42767,functional needs repair
24373,non functional
32895,non functional
9328,functional needs repair
23275,functional
20054,functional
8378,functional needs repair
47432,functional
49863,non functional
57828,functional
31169,functional needs repair
38382,non functional
31205,functional
23528,functional needs repair
26507,functional needs repair
67091,functional
47734,non functional
927,functional
48521,functional needs repair
16963,functional
48233,functional needs repair
58989,non functional
2399,functional
23530,functional
46271,functional
71726,non functional
23526,functional needs repair
49861,functional needs repair
22619,functional needs repair
41264,functional
20623,functional
35694,functional needs repair
68210,functional needs repair
13446,non functional
11321,non functional
56312,non functional
19533,functional
7275,non functional
48614,functional needs repair
65873,functional needs repair
9008,functional needs repair
36817,non functional
25767,functional
38460,functional
16756,functional needs repair
13310,non functional
36514,functional
57548,non functional
2809,functional needs repair
70632,functional needs repair
17260,functional needs repair
27950,functional
40629,functional
64155,non functional
50640,functional needs repair
67355,functional needs repair
32132,non functional
70868,functional
45823,functional needs repair
19985,functional
61834,functional needs repair
54171,functional needs repair
62763,non functional
42408,non functional
13151,non functional
28311,functional
57775,functional needs repair
37603,functional needs repair
56357,functional
37845,non functional
57177,functional needs repair
12821,non functional
8193,functional needs repair
49031,functional needs repair
14011,functional needs repair
33708,non functional
68898,functional needs repair
37198,functional
11151,non functional
22264,functional needs repair
49694,functional
47318,non functional
46108,non functional
28297,functional
36340,non functional
26987,functional
5766,functional needs repair
25979,non functional
73021,functional needs repair
11908,functional
47496,functional
61777,functional
47591,functional
8968,non functional
45656,functional
39630,functional
2786,non functional
958,functional needs repair
55843,functional
52074,functional
23422,functional
55802,functional needs repair
61634,functional needs repair
1625,non functional
37398,functional needs repair
51011,functional
49595,functional
22486,functional needs repair
22916,functional needs repair
45204,functional
74223,functional needs repair
35533,non functional
30595,functional needs repair
47319,functional needs repair
32555,functional
9520,functional needs repair
53253,non functional
36436,functional
15036,functional
23175,non functional
41998,functional
19345,functional
1198,functional
39848,functional needs repair
39278,functional needs repair
39844,functional needs repair
17332,functional
51287,functional needs repair
49514,non functional
64288,functional
41782,functional
54572,functional needs repair
68079,functional
68017,non functional
66705,functional
5274,functional
58230,functional
51010,non functional
46242,non functional
1917,non functional
9361,functional
33043,functional needs repair
56633,functional needs repair
57518,functional
51128,functional
4388,functional
62267,functional
72473,functional
70957,functional needs repair
35399,functional needs repair
33236,functional
73183,non functional
52939,functional needs repair
66929,functional needs repair
54326,functional
16343,functional
33013,functional
60384,non functional
41074,functional needs repair
71997,non functional
35190,functional needs repair
3425,functional
4335,functional
7399,non functional
46431,non functional
40845,functional
27347,functional needs repair
10981,functional needs repair
36447,functional
67485,non functional
11220,functional
45857,functional needs repair
21806,non functional
8771,functional needs repair
45535,functional needs repair
8671,functional
2252,functional
58078,functional
61068,functional needs repair
69204,non functional
28326,functional
46930,functional needs repair
52104,non functional
31732,functional
21584,functional
17045,non functional
14404,functional
34699,non functional
39930,non functional
38744,functional
4339,functional
54735,non functional
51916,functional
58114,functional needs repair
28339,non functional
52048,non functional
66497,non functional
18353,non functional
16701,non functional
59499,non functional
66042,non functional
43965,non functional
48361,functional
70766,functional needs repair
9510,functional needs repair
28586,functional
28521,functional needs repair
18050,non functional
73151,non functional
45011,functional needs repair
64380,functional needs repair
66896,non functional
40184,functional
67207,functional
70178,functional
54063,functional
39252,functional
53773,non functional
47931,functional needs repair
44168,functional needs repair
66540,non functional
54089,functional
29244,functional
27525,non functional
58991,functional needs repair
18087,functional
67803,functional
48006,functional needs repair
11788,functional
16100,functional
16382,functional needs repair
21208,non functional
8637,functional needs repair
67008,functional needs repair
67914,non functional
7041,non functional
43181,functional
26191,functional
14766,functional
49812,functional needs repair
12705,non functional
25422,functional needs repair
9399,functional
4239,functional
49442,functional needs repair
32,non functional
11443,functional
15492,non functional
63498,functional needs repair
12708,non functional
19483,non functional
31204,functional
33445,functional
40820,functional needs repair
10279,non functional
46718,non functional
39000,functional needs repair
45897,functional
62154,functional
50034,functional needs repair
11853,functional needs repair
40426,non functional
41168,functional
58978,functional needs repair
31363,functional
32736,functional
29058,functional needs repair
23824,functional needs repair
61885,functional needs repair
59187,non functional
73243,functional
62915,functional
1784,functional
65951,functional
20661,functional needs repair
55504,non functional
66975,non functional
72057,functional
49331,functional needs repair
52682,functional
37859,functional
10460,functional needs repair
12407,functional
69993,functional needs repair
13012,functional needs repair
70896,functional
13264,non functional
51824,functional
60216,functional needs repair
57481,non functional
3996,non functional
24854,non functional
43420,non functional
70468,functional needs repair
38305,functional needs repair
57179,functional needs repair
70388,non functional
67589,functional needs repair
69974,functional needs repair
8854,non functional
71663,non functional
69272,functional needs repair
49119,functional
15638,functional needs repair
9086,functional
56422,functional needs repair
39106,functional needs repair
4515,functional needs repair
48594,functional needs repair
63779,non functional
60740,functional needs repair
61242,functional needs repair
65001,non functional
2601,non functional
52456,functional needs repair
21873,functional needs repair
25505,functional
21890,functional
52336,functional needs repair
57756,functional needs repair
45465,functional needs repair
4989,functional
51585,functional needs repair
50533,non functional
54866,functional
23793,functional needs repair
50135,non functional
26549,functional
66920,functional needs repair
35517,functional
390,non functional
13645,functional
39327,functional
58900,functional needs repair
2100,functional needs repair
31521,non functional
277,functional
33937,functional needs repair
42545,functional needs repair
7614,functional needs repair
46861,functional needs repair
35278,functional needs repair
71773,functional
52392,non functional
47229,functional needs repair
10716,non functional
13923,functional
42206,functional needs repair
965,functional
66646,functional
17301,functional
21533,functional
37797,non functional
19241,functional needs repair
15296,functional needs repair
41472,functional
73859,functional needs repair
20153,non functional
71684,functional
8321,non functional
68979,functional
48850,non functional
64251,functional
3583,functional needs repair
33326,functional needs repair
8500,functional needs repair
67047,functional
24896,functional
39527,functional
3089,functional needs repair
66477,functional
24107,non functional
7823,non functional
32016,non functional
35048,non functional
70580,functional needs repair
47503,functional
37357,functional needs repair
1195,functional
52309,non functional
19655,functional needs repair
39455,functional
52757,functional needs repair
62729,functional
24324,functional
51298,non functional
17127,functional needs repair
28152,functional needs repair
14259,functional needs repair
47461,functional
65878,non functional
58913,non functional
70035,non functional
37446,non functional
30337,functional needs repair
57584,functional
67193,non functional
62103,functional needs repair
22896,functional
5934,functional needs repair
61722,functional needs repair
9299,functional
68558,non functional
51165,non functional
8657,functional needs repair
54952,functional needs repair
53160,non functional
17393,functional
33016,functional
25929,non functional
41102,functional needs repair
11093,non functional
52744,functional needs repair
23484,functional
13139,non functional
55439,non functional
41539,functional needs repair
47692,functional needs repair
60165,non functional
64683,functional needs repair
7089,non functional
13516,functional
47720,non functional
22588,functional needs repair
28580,functional
9075,functional needs repair
25066,functional needs repair
28284,non functional
67568,functional needs repair
64823,non functional
8243,functional
2556,functional
58746,functional needs repair
18288,non functional
72822,non functional
5178,functional needs repair
66294,functional
14451,functional needs repair
48600,non functional
27513,non functional
36889,functional
663,functional
10646,functional needs repair
35103,non functional
50804,non functional
29635,non functional
47604,functional
49844,functional needs repair
69068,non functional
43074,functional
71088,non functional
40470,functional
21920,functional needs repair
51415,non functional
15480,non functional
21881,functional
7780,non functional
24908,non functional
53915,functional needs repair
54560,functional needs repair
15498,functional
20446,functional
5886,functional
52883,functional
30892,functional needs repair
37432,non functional
42574,functional
61505,functional
44827,functional
5951,non functional
48991,functional needs repair
22821,non functional
46478,non functional
19831,functional
49317,non functional
18472,functional
58686,functional needs repair
47419,non functional
44921,functional needs repair
55024,functional
28971,functional
8108,functional needs repair
32182,functional needs repair
40513,functional needs repair
372,functional
49297,functional needs repair
24407,functional
44874,functional
25119,functional needs repair
3882,non functional
73443,non functional
56056,non functional
22035,non functional
46318,non functional
20802,functional
41941,functional
12044,non functional
47262,non functional
19337,non functional
38688,non functional
45341,non functional
55661,functional needs repair
32322,functional needs repair
41912,functional needs repair
26136,functional
13480,functional needs repair
62035,functional needs repair
50343,functional needs repair
68537,functional needs repair
52293,functional needs repair
17764,non functional
67862,functional needs repair
38933,functional needs repair
68514,functional needs repair
65335,non functional
27469,non functional
31290,non functional
72594,functional
2854,functional
19679,functional needs repair
46470,functional needs repair
9931,non functional
39214,functional needs repair
3982,functional needs repair
29633,non functional
50872,functional
31969,functional
51280,non functional
63438,non functional
52302,non functional
44486,non functional
4641,functional
47724,functional
4393,functional needs repair
54938,functional needs repair
66983,functional
55870,functional needs repair
62561,non functional
7975,functional
9418,functional needs repair
4929,non functional
68311,non functional
15225,functional needs repair
51854,functional
40247,non functional
37958,non functional
19319,functional
27495,functional
20111,non functional
33231,functional needs repair
44772,functional needs repair
53237,functional
23279,non functional
66738,functional
73053,functional needs repair
31190,functional needs repair
54820,functional needs repair
54173,functional
40904,non functional
43729,functional
63132,functional needs repair
65274,non functional
2012,functional needs repair
70647,functional needs repair
6067,functional
47835,functional
14510,functional needs repair
34536,functional needs repair
50168,functional needs repair
65018,functional needs repair
4960,functional
19291,non functional
11480,functional needs repair
74179,functional needs repair
46276,functional
69469,non functional
51844,non functional
13340,non functional
34046,functional needs repair
72429,functional
60034,non functional
36173,non functional
66575,non functional
33778,functional needs repair
52807,functional needs repair
37283,non functional
53688,functional needs repair
54777,functional needs repair
10363,functional
42685,functional
29334,functional needs repair
17320,non functional
7060,non functional
3905,functional needs repair
14607,non functional
59091,functional needs repair
44927,functional needs repair
59415,functional
59722,functional needs repair
49411,functional
40903,functional
64786,functional
36207,non functional
61178,functional
55377,functional needs repair
34300,functional needs repair
29483,functional needs repair
58576,functional
37659,functional
63873,non functional
55723,non functional
9950,functional
49680,functional needs repair
30329,functional needs repair
64912,functional needs repair
21165,functional needs repair
42112,functional needs repair
25108,functional
55021,non functional
14319,non functional
23587,functional
27217,functional
62333,functional
3284,functional
38299,functional needs repair
35668,functional needs repair
10228,functional
67801,functional needs repair
63324,functional
33451,functional needs repair
46306,functional
37149,non functional
29770,functional
14731,functional needs repair
7963,functional needs repair
55945,functional
7645,functional needs repair
7244,non functional
40114,functional needs repair
37615,functional
54151,functional needs repair
64712,non functional
40499,functional needs repair
71171,functional
20712,functional
20187,functional needs repair
12383,functional
33364,functional needs repair
9646,non functional
12201,functional needs repair
1782,functional needs repair
42747,non functional
12125,functional
53260,functional
55023,functional
7865,functional needs repair
66269,functional
45049,functional needs repair
4988,non functional
17387,functional needs repair
41771,non functional
44806,functional needs repair
9157,functional
70881,non functional
59951,functional
47581,functional
14986,functional needs repair
71499,functional
32928,functional needs repair
11934,functional
54065,functional needs repair
25479,non functional
38302,functional
32973,functional
52140,functional needs repair
51060,functional
33106,functional
55127,functional
8640,non functional
43117,functional
9966,functional needs repair
11183,functional
72250,functional needs repair
50586,functional
48093,functional
37435,functional
9379,non functional
65657,functional needs repair
34535,functional needs repair
26262,functional needs repair
14458,non functional
33972,non functional
40238,non functional
70610,functional
47960,non functional
71481,non functional
10946,functional
68239,functional needs repair
56314,non functional
20772,functional
41027,functional
57639,non functional
42841,functional needs repair
8016,functional
38349,non functional
68114,functional needs repair
53733,functional
53513,non functional
50420,functional
31043,functional needs repair
11436,functional needs repair
66544,non functional
66297,non functional
9975,functional needs repair
21663,functional needs repair
66747,functional needs repair
8343,non functional
43675,non functional
12325,functional needs repair
27609,functional
70092,functional needs repair
4092,non functional
60469,non functional
15869,functional needs repair
31689,functional
40197,functional needs repair
35039,non functional
19866,non functional
65864,functional needs repair
54111,functional needs repair
65616,non functional
24954,non functional
55924,functional
48299,functional
51679,non functional
7861,functional
74037,non functional
2367,functional needs repair
60329,functional needs repair
16467,functional needs repair
36876,functional
42906,functional
58855,functional needs repair
48072,non functional
34861,non functional
38446,functional needs repair
25076,functional needs repair
42010,functional needs repair
27880,functional needs repair
49961,non functional
32989,functional needs repair
17483,functional needs repair
54815,functional needs repair
16359,non functional
54840,functional
6252,functional
46589,functional
65044,non functional
52749,non functional
31792,non functional
72814,functional
19523,functional
32936,non functional
28011,non functional
49940,functional
21296,non functional
57692,functional needs repair
60900,functional
69726,functional needs repair
4707,functional needs repair
5501,functional needs repair
37805,functional needs repair
20466,non functional
915,functional needs repair
15844,functional needs repair
60509,non functional
22552,functional
47386,functional needs repair
8521,functional needs repair
54730,non functional
58417,functional
11731,non functional
40490,functional
17385,functional
63184,functional
45621,non functional
42679,non functional
64602,functional
33317,functional needs repair
38658,non functional
64299,functional needs repair
36030,functional
18940,functional
45669,functional
19668,non functional
44209,functional
73269,non functional
72767,non functional
68471,non functional
907,non functional
57724,non functional
19492,functional
18247,functional
61793,functional needs repair
68182,functional needs repair
69769,functional
1580,non functional
9327,functional
18330,non functional
9250,non functional
29932,functional needs repair
22830,functional
58200,functional
30920,functional
9138,functional
50234,functional
54691,functional
16393,functional needs repair
56549,functional needs repair
9832,functional
31881,functional
12886,non functional
58897,non functional
830,functional needs repair
15950,functional needs repair
26265,functional needs repair
46220,functional
22347,functional needs repair
2860,functional needs repair
19021,non functional
3484,non functional
30298,non functional
39782,non functional
74005,non functional
5674,functional needs repair
9381,functional
3895,functional
1673,functional
29551,functional needs repair
41475,functional
67870,functional
2791,non functional
42255,functional
67164,non functional
12440,non functional
13193,functional
60880,functional
71008,functional
67514,non functional
34910,functional needs repair
383,functional needs repair
23977,functional needs repair
70543,functional needs repair
2906,functional needs repair
33810,functional
10021,functional
46730,functional
1663,functional needs repair
2408,non functional
72505,non functional
65019,functional needs repair
42313,functional
340,functional
50285,non functional
3409,non functional
26378,non functional
47552,functional
32262,functional needs repair
58637,non functional
34827,non functional
63294,functional
44867,functional
26751,functional needs repair
66574,functional needs repair
39354,functional
21479,non functional
57899,non functional
60079,non functional
62070,non functional
20628,non functional
11344,non functional
62122,functional
51867,non functional
51667,non functional
16857,non functional
27022,functional needs repair
10438,functional needs repair
57755,functional needs repair
22384,functional
3380,non functional
41843,functional
35208,functional
37152,non functional
47925,functional
43946,non functional
2932,functional needs repair
11829,functional
59013,non functional
48338,non functional
71276,functional
62998,functional
6708,functional needs repair
9969,functional
5567,non functional
61598,functional
20745,non functional
72485,non functional
53890,non functional
62984,non functional
56024,non functional
64958,functional needs repair
36386,non functional
12970,non functional
63672,functional
1545,non functional
68416,non functional
53929,functional
59291,non functional
20931,functional needs repair
18781,non functional
15430,functional needs repair
54042,non functional
56896,functional
2579,non functional
65982,functional
8486,functional
15871,non functional
36433,functional
65239,functional needs repair
42513,non functional
63248,non functional
2959,non functional
64833,non functional
54346,functional needs repair
12284,functional
18056,functional needs repair
9415,functional
10574,functional
67761,functional needs repair
2413,functional needs repair
60358,functional needs repair
72803,functional
71644,functional needs repair
43929,functional needs repair
23370,functional needs repair
38121,functional needs repair
71352,functional
26630,non functional
72503,non functional
36667,functional needs repair
13838,non functional
73762,functional
56917,functional needs repair
64901,functional needs repair
11878,functional needs repair
11761,non functional
22410,functional needs repair
29102,functional
36539,non functional
9758,non functional
28981,functional
56273,non functional
35854,functional
38840,non functional
32235,non functional
36097,non functional
54661,non functional
61700,non functional
71556,functional
9296,functional needs repair
26823,functional
45401,non functional
862,functional
12857,non functional
60984,functional needs repair
68476,non functional
18299,functional
48846,non functional
6446,functional
63522,functional
66298,functional
39348,non functional
25325,functional
38166,functional
10753,functional needs repair
6496,non functional
66416,non functional
47968,functional needs repair
30436,functional needs repair
53608,functional
66036,non functional
46595,non functional
18890,functional
1978,functional needs repair
10656,functional needs repair
69297,functional needs repair
43482,functional needs repair
43158,functional needs repair
18733,functional
27893,non functional
72342,functional
37520,non functional
11453,functional needs repair
39911,functional
51620,non functional
18133,non functional
4572,functional
55691,functional needs repair
42966,non functional
66569,non functional
7200,functional
53136,functional needs repair
25723,functional needs repair
66123,functional needs repair
7672,functional
37943,functional needs repair
2142,functional needs repair
66405,non functional
13101,functional needs repair
73963,functional needs repair
26444,functional needs repair
19007,functional
71761,functional needs repair
1467,non functional
35518,non functional
32922,non functional
43852,functional
29438,functional needs repair
56706,functional
39407,non functional
58835,functional
43397,functional
9994,non functional
7622,functional
34194,functional
13045,functional needs repair
32959,functional needs repair
50876,non functional
31094,functional needs repair
37473,non functional
61430,non functional
47922,functional
52355,functional
65517,non functional
42861,non functional
59615,non functional
28406,non functional
3716,non functional
219,functional
2079,functional
3612,functional
50670,functional needs repair
33118,functional needs repair
25722,functional needs repair
56582,functional
7760,non functional
39295,non functional
68787,functional needs repair
64264,functional
35160,functional needs repair
49452,functional
53668,functional needs repair
67380,functional
45974,functional
11062,functional needs repair
27946,non functional
50414,non functional
38773,functional
39624,functional
72477,non functional
61146,non functional
22496,functional needs repair
39554,non functional
23463,functional
26384,functional
42071,non functional
38972,functional
44617,non functional
32282,non functional
8586,functional
36903,functional
55556,functional needs repair
21436,functional
17030,functional
51806,non functional
44903,functional
1957,non functional
20102,non functional
39391,functional
10871,functional
67815,non functional
19183,functional needs repair
17711,non functional
59743,non functional
11844,non functional
40062,functional needs repair
40682,non functional
71690,functional needs repair
22833,non functional
16908,functional
43496,functional needs repair
62050,non functional
65634,functional
6309,non functional
38784,functional
38329,functional
69029,functional needs repair
25515,functional needs repair
30870,non functional
34228,non functional
42698,functional needs repair
31674,functional
2848,functional needs repair
52616,non functional
28760,non functional
1188,functional needs repair
13957,non functional
20847,non functional
39895,functional
44133,functional needs repair
47704,functional
68173,functional
40526,non functional
26285,functional
67502,functional
57809,non functional
3915,non functional
69110,functional
21675,functional needs repair
16738,non functional
13627,non functional
13404,functional
16649,functional
8572,non functional
71169,functional
71519,functional needs repair
72287,functional needs repair
19168,functional needs repair
25981,functional
33996,functional
69749,non functional
53037,non functional
49611,functional needs repair
52353,functional needs repair
71599,functional needs repair
29631,functional needs repair
54016,functional needs repair
71623,functional
67739,functional
30275,non functional
29073,non functional
59974,functional
47612,functional needs repair
15654,non functional
12002,non functional
10489,functional
49293,functional
23467,functional needs repair
6668,functional needs repair
6876,functional
11289,functional
30283,functional
55091,functional needs repair
26166,functional
3449,non functional
7498,functional needs repair
62730,non functional
68654,functional
5300,functional
22742,functional needs repair
2653,non functional
71210,functional needs repair
24301,non functional
51174,functional needs repair
57324,non functional
47760,non functional
34478,functional
44012,non functional
50314,functional
24528,non functional
57041,functional
6407,non functional
42635,functional
73702,functional needs repair
67087,functional needs repair
7398,non functional
20430,functional
60819,functional needs repair
59586,non functional
49192,functional needs repair
39902,functional
52301,functional
50482,non functional
36023,functional
42509,non functional
42398,functional
56132,non functional
37018,functional needs repair
33205,non functional
57405,functional
66229,functional
22953,non functional
67348,non functional
10496,functional
49208,non functional
29525,non functional
51648,functional
49307,functional needs repair
6408,non functional
53899,functional needs repair
46623,non functional
12537,functional needs repair
1365,functional
54115,functional
52656,non functional
40498,functional
48970,non functional
56235,functional needs repair
36070,non functional
63964,non functional
32271,non functional
15011,functional
38607,functional needs repair
39836,non functional
65630,functional
58295,functional needs repair
4210,functional
3161,functional needs repair
21846,functional needs repair
28509,functional
20933,non functional
20195,functional
528,functional needs repair
55726,functional needs repair
39291,non functional
39436,functional needs repair
29216,functional needs repair
12682,non functional
48580,functional
22504,non functional
54078,functional needs repair
18687,functional
41128,functional
73213,functional
52967,functional needs repair
73043,functional needs repair
23440,functional needs repair
51098,non functional
37286,non functional
3953,non functional
70347,functional needs repair
61706,functional
45392,non functional
12844,functional
8890,non functional
49091,functional
44085,functional needs repair
19625,functional
44799,functional
36158,non functional
36397,functional
13057,functional needs repair
5874,non functional
9067,functional
15956,functional needs repair
3693,non functional
65220,non functional
31365,non functional
60072,functional
45524,functional needs repair
536,functional needs repair
21099,functional
45506,non functional
39120,functional needs repair
66657,functional needs repair
20094,non functional
20309,functional
49113,functional
44016,functional needs repair
7210,functional needs repair
34555,functional
16088,non functional
25292,non functional
60748,non functional
27452,functional
59367,non functional
59662,non functional
63833,non functional
63706,non functional
40887,non functional
3501,functional
20532,functional
1386,functional
