id,status_group
27003,non functional
73324,non functional
7043,functional
22174,functional
19450,functional
35825,functional
9854,non functional
23254,non functional
72170,non functional
61999,non functional
70354,functional
6877,functional
47323,functional
48624,non functional
6148,functional
59698,functional
67268,functional
59174,functional needs repair
68916,functional needs repair
28358,non functional
57453,non functional
71952,non functional
1761,non functional
15234,non functional
60021,non functional
22567,non functional
17695,functional
19872,non functional
22828,non functional
34896,functional needs repair
35570,functional needs repair
41325,functional
8831,functional
5345,non functional
19379,functional
5514,non functional
61654,functional
40482,functional
43123,functional
40492,non functional
68733,non functional
3952,functional
70288,functional
30085,functional
65837,functional
34752,functional
2465,non functional
11466,non functional
22313,functional
30179,functional
23505,functional
48424,functional
11150,non functional
70368,functional
26935,functional
5919,non functional
2134,functional
16652,non functional
59302,functional
24210,functional
6211,functional
19743,functional
10760,non functional
48104,functional
50171,functional needs repair
63137,functional needs repair
38301,non functional
10948,functional needs repair
33232,non functional
61415,functional
69131,non functional
73555,non functional
46610,functional
20922,functional
55743,functional needs repair
19341,functional
9588,functional
3293,functional
55490,functional
67678,functional
36119,functional
62775,functional
68162,functional
66128,functional
12036,non functional
15739,non functional
57048,functional
15825,functional needs repair
45590,functional needs repair
18055,functional
34073,functional
14860,functional needs repair
53713,functional
69327,functional
60169,functional
26798,functional
37122,non functional
45156,non functional
22874,functional
58774,functional
40092,functional
17487,non functional
35886,functional
49892,non functional
66338,non functional
35481,functional
4135,functional
54191,non functional
31349,non functional
72271,functional
48863,non functional
13758,functional
33443,functional
12003,non functional
10845,non functional
47,functional
70492,functional
11346,functional
20126,functional needs repair
51000,functional
64505,non functional
58329,non functional
6311,non functional
22286,functional
35013,functional needs repair
6274,non functional
30904,functional
46606,non functional
18461,functional
15256,functional
625,functional
42122,functional
18277,non functional
68501,functional
8816,non functional
62879,non functional
18554,non functional
27712,non functional
46935,non functional
57804,functional
57711,functional
5516,non functional
8305,functional
57410,functional
51412,functional needs repair
25863,non functional
35994,functional
55279,non functional
74102,non functional
38277,functional
1998,non functional
52056,non functional
63679,functional needs repair
71762,functional
71432,functional
45592,functional needs repair
13663,functional
62227,functional
3730,functional
2451,functional
46418,non functional
45996,functional
60911,functional
46089,non functional
65579,functional
40407,functional
66663,non functional
26597,functional
50540,functional
58133,functional
1493,functional
31503,non functional
17910,functional
19466,functional
38120,functional
66553,functional
31696,non functional
51318,functional
33584,non functional
48678,non functional
36112,functional
6294,non functional
40612,functional
62793,functional
58090,functional
2532,non functional
38865,functional
35462,functional
51709,non functional
40624,functional
41745,functional needs repair
42315,functional
38952,functional needs repair
45540,non functional
73833,functional
27771,non functional
9336,non functional
12545,non functional
54811,functional
48326,non functional
31787,functional
61745,functional
42091,functional needs repair
43727,functional
46917,non functional
26718,non functional
3138,functional needs repair
72932,functional
25707,non functional
68580,non functional
25064,functional
7624,functional
3830,non functional
13458,non functional
57377,non functional
37294,non functional
39561,non functional
23237,functional
72484,non functional
56490,functional
13706,non functional
43035,functional needs repair
14084,functional
55875,functional
17299,functional
1793,non functional
70943,functional
65720,functional
49165,functional
18879,functional
3574,functional
56735,functional
45481,functional
51772,non functional
74095,functional
54000,non functional
34834,non functional
50175,functional
35733,functional
6808,functional
27311,functional
73303,functional
70335,non functional
2691,functional
12582,functional
49536,non functional
23715,functional
45445,non functional
52609,non functional
35087,non functional
42767,non functional
24373,functional
32895,non functional
9328,functional
23275,functional
20054,non functional
8378,functional
47432,non functional
49863,functional needs repair
57828,non functional
31169,functional
38382,non functional
31205,functional
23528,functional
26507,functional
67091,non functional
47734,functional
927,functional
48521,functional
16963,functional
48233,functional
58989,functional
2399,functional
23530,non functional
46271,non functional
71726,non functional
23526,functional
49861,functional
22619,functional
41264,functional
20623,non functional
35694,functional
68210,functional
13446,functional needs repair
11321,non functional
56312,non functional
19533,non functional
7275,non functional
48614,non functional
65873,functional
9008,non functional
36817,functional
25767,functional
38460,functional
16756,non functional
13310,non functional
36514,non functional
57548,non functional
2809,functional
70632,non functional
17260,non functional
27950,functional
40629,non functional
64155,non functional
50640,non functional
67355,functional needs repair
32132,functional needs repair
70868,functional
45823,functional
19985,functional
61834,functional
54171,functional
62763,non functional
42408,non functional
13151,functional
28311,non functional
57775,functional
37603,functional
56357,non functional
37845,non functional
57177,functional needs repair
12821,non functional
8193,functional
49031,functional
14011,functional
33708,functional
68898,non functional
37198,non functional
11151,functional needs repair
22264,functional
49694,functional
47318,functional
46108,functional
28297,functional
36340,functional
26987,functional
5766,non functional
25979,functional
73021,functional
11908,non functional
47496,functional
61777,functional needs repair
47591,non functional
8968,non functional
45656,functional
39630,non functional
2786,non functional
958,functional
55843,non functional
52074,functional
23422,functional needs repair
55802,functional
61634,functional
1625,functional needs repair
37398,non functional
51011,non functional
49595,functional
22486,functional
22916,non functional
45204,functional
74223,functional
35533,non functional
30595,functional
47319,functional
32555,functional needs repair
9520,functional needs repair
53253,non functional
36436,functional
15036,non functional
23175,functional
41998,non functional
19345,functional
1198,non functional
39848,functional
39278,non functional
39844,functional
17332,functional
51287,functional
49514,non functional
64288,functional
41782,functional
54572,non functional
68079,functional
68017,functional
66705,non functional
5274,functional
58230,functional
51010,functional
46242,non functional
1917,functional
9361,functional needs repair
33043,non functional
56633,functional
57518,functional
51128,functional
4388,non functional
62267,functional
72473,functional
70957,functional
35399,non functional
33236,non functional
73183,functional needs repair
52939,functional
66929,non functional
54326,functional
16343,functional
33013,non functional
60384,functional
41074,non functional
71997,functional
35190,functional
3425,non functional
4335,non functional
7399,functional
46431,functional
40845,functional
27347,non functional
10981,functional
36447,non functional
67485,functional
11220,non functional
45857,functional
21806,functional needs repair
8771,functional
45535,non functional
8671,non functional
2252,non functional
58078,functional
61068,non functional
69204,functional
28326,functional
46930,functional
52104,non functional
31732,non functional
21584,non functional
17045,non functional
14404,functional
34699,functional
39930,functional
38744,functional
4339,non functional
54735,non functional
51916,functional
58114,functional needs repair
28339,functional
52048,functional
66497,non functional
18353,functional
16701,functional needs repair
59499,functional needs repair
66042,functional
43965,functional
48361,functional needs repair
70766,functional
9510,non functional
28586,non functional
28521,functional
18050,functional
73151,functional
45011,non functional
64380,non functional
66896,functional
40184,functional
67207,functional
70178,functional
54063,functional
39252,functional
53773,non functional
47931,non functional
44168,functional
66540,functional
54089,functional
29244,non functional
27525,functional needs repair
58991,functional needs repair
18087,functional
67803,non functional
48006,non functional
11788,functional
16100,functional needs repair
16382,functional needs repair
21208,functional
8637,non functional
67008,functional
67914,functional
7041,functional needs repair
43181,non functional
26191,non functional
14766,non functional
49812,non functional
12705,non functional
25422,functional
9399,functional
4239,functional
49442,functional
32,functional
11443,functional
15492,non functional
63498,functional
12708,non functional
19483,functional
31204,functional
33445,functional
40820,non functional
10279,non functional
46718,functional
39000,functional
45897,functional
62154,functional
50034,functional
11853,non functional
40426,non functional
41168,functional
58978,non functional
31363,functional
32736,functional
29058,non functional
23824,functional
61885,non functional
59187,non functional
73243,non functional
62915,non functional
1784,non functional
65951,functional
20661,non functional
55504,non functional
66975,non functional
72057,functional needs repair
49331,non functional
52682,functional
37859,functional
10460,functional
12407,non functional
69993,functional
13012,non functional
70896,functional
13264,non functional
51824,non functional
60216,non functional
57481,functional
3996,functional
24854,non functional
43420,functional
70468,functional
38305,functional
57179,non functional
70388,functional
67589,functional
69974,non functional
8854,functional needs repair
71663,functional
69272,functional
49119,non functional
15638,functional
9086,functional
56422,non functional
39106,functional
4515,functional
48594,functional
63779,functional
60740,non functional
61242,non functional
65001,non functional
2601,functional needs repair
52456,non functional
21873,functional
25505,functional
21890,functional
52336,functional
57756,functional
45465,non functional
4989,non functional
51585,non functional
50533,non functional
54866,functional
23793,functional
50135,functional
26549,functional
66920,non functional
35517,functional
390,functional needs repair
13645,functional
39327,non functional
58900,functional
2100,functional
31521,functional
277,functional
33937,functional
42545,functional
7614,non functional
46861,functional
35278,functional
71773,functional
52392,non functional
47229,non functional
10716,functional
13923,functional
42206,functional
965,functional
66646,non functional
17301,non functional
21533,functional
37797,functional
19241,functional
15296,non functional
41472,non functional
73859,functional
20153,functional
71684,functional
8321,functional
68979,non functional
48850,functional
64251,non functional
3583,functional
33326,functional
8500,non functional
67047,functional
24896,functional
39527,functional
3089,functional
66477,functional
24107,functional needs repair
7823,functional
32016,functional
35048,non functional
70580,non functional
47503,functional
37357,functional needs repair
1195,non functional
52309,functional
19655,non functional
39455,non functional
52757,non functional
62729,non functional
24324,non functional
51298,functional
17127,functional
28152,functional
14259,functional
47461,non functional
65878,functional
58913,functional
70035,non functional
37446,non functional
30337,functional needs repair
57584,functional
67193,functional
62103,non functional
22896,functional
5934,functional
61722,non functional
9299,non functional
68558,functional
51165,non functional
8657,non functional
54952,functional
53160,functional
17393,functional
33016,non functional
25929,non functional
41102,functional
11093,functional
52744,non functional
23484,functional
13139,functional
55439,non functional
41539,non functional
47692,functional
60165,non functional
64683,functional
7089,non functional
13516,non functional
47720,functional
22588,functional
28580,non functional
9075,non functional
25066,functional
28284,functional
67568,non functional
64823,functional
8243,functional
2556,functional
58746,non functional
18288,non functional
72822,non functional
5178,non functional
66294,functional
14451,functional
48600,functional
27513,functional
36889,non functional
663,functional
10646,non functional
35103,non functional
50804,functional
29635,functional
47604,functional
49844,non functional
69068,functional
43074,functional
71088,functional
40470,functional
21920,functional
51415,functional
15480,non functional
21881,functional
7780,non functional
24908,non functional
53915,functional
54560,functional
15498,functional
20446,functional
5886,functional
52883,functional
30892,non functional
37432,functional
42574,functional
61505,functional
44827,non functional
5951,non functional
48991,functional
22821,functional
46478,functional needs repair
19831,functional
49317,functional
18472,functional
58686,non functional
47419,non functional
44921,non functional
55024,non functional
28971,non functional
8108,functional
32182,functional
40513,functional
372,non functional
49297,functional
24407,non functional
44874,functional
25119,non functional
3882,non functional
73443,functional
56056,non functional
22035,non functional
46318,non functional
20802,non functional
41941,non functional
12044,non functional
47262,functional needs repair
19337,functional
38688,functional
45341,functional
55661,functional
32322,functional
41912,functional needs repair
26136,non functional
13480,functional
62035,functional
50343,non functional
68537,functional
52293,non functional
17764,non functional
67862,non functional
38933,functional
68514,non functional
65335,functional
27469,non functional
31290,functional
72594,non functional
2854,functional
19679,non functional
46470,non functional
9931,functional
39214,functional
3982,functional
29633,functional needs repair
50872,functional
31969,functional
51280,functional
63438,functional
52302,non functional
44486,functional
4641,functional
47724,non functional
4393,functional
54938,non functional
66983,functional
55870,functional
62561,functional
7975,functional
9418,non functional
4929,non functional
68311,non functional
15225,functional
51854,non functional
40247,non functional
37958,functional
19319,non functional
27495,non functional
20111,functional
33231,non functional
44772,functional
53237,non functional
23279,functional
66738,non functional
73053,functional
31190,functional
54820,non functional
54173,non functional
40904,functional
43729,functional
63132,functional
65274,functional
2012,non functional
70647,functional
6067,functional
47835,functional
14510,non functional
34536,non functional
50168,functional
65018,functional
4960,functional
19291,functional
11480,functional
74179,functional
46276,functional
69469,functional
51844,functional
13340,functional
34046,functional
72429,functional needs repair
60034,non functional
36173,functional
66575,functional
33778,non functional
52807,functional
37283,non functional
53688,non functional
54777,functional
10363,functional
42685,non functional
29334,functional
17320,functional
7060,functional
3905,functional
14607,functional
59091,functional
44927,functional
59415,functional
59722,non functional
49411,non functional
40903,functional
64786,functional
36207,functional
61178,functional
55377,non functional
34300,functional
29483,non functional
58576,functional
37659,non functional
63873,non functional
55723,non functional
9950,non functional
49680,functional
30329,functional
64912,functional
21165,functional
42112,functional needs repair
25108,functional
55021,non functional
14319,functional
23587,functional
27217,non functional
62333,functional
3284,functional
38299,functional
35668,functional
10228,functional
67801,functional
63324,functional
33451,functional
46306,functional
37149,non functional
29770,functional
14731,functional
7963,non functional
55945,non functional
7645,non functional
7244,functional
40114,non functional
37615,non functional
54151,non functional
64712,non functional
40499,non functional
71171,non functional
20712,functional
20187,non functional
12383,non functional
33364,functional
9646,non functional
12201,non functional
1782,functional
42747,functional
12125,functional
53260,non functional
55023,non functional
7865,non functional
66269,functional
45049,functional
4988,non functional
17387,functional
41771,functional
44806,functional
9157,functional
70881,functional
59951,non functional
47581,non functional
14986,non functional
71499,non functional
32928,non functional
11934,non functional
54065,functional
25479,functional
38302,functional needs repair
32973,non functional
52140,non functional
51060,functional
33106,functional
55127,functional
8640,non functional
43117,non functional
9966,functional
11183,non functional
72250,non functional
50586,functional
48093,functional
37435,functional
9379,non functional
65657,functional needs repair
34535,non functional
26262,non functional
14458,functional
33972,non functional
40238,functional
70610,non functional
47960,functional
71481,non functional
10946,non functional
68239,non functional
56314,non functional
20772,non functional
41027,non functional
57639,functional
42841,functional
8016,functional
38349,functional
68114,non functional
53733,non functional
53513,functional
50420,functional
31043,functional needs repair
11436,functional
66544,functional
66297,non functional
9975,non functional
21663,functional
66747,functional
8343,functional needs repair
43675,functional needs repair
12325,functional
27609,functional
70092,functional
4092,functional
60469,functional
15869,non functional
31689,non functional
40197,functional
35039,non functional
19866,functional
65864,non functional
54111,functional needs repair
65616,functional
24954,functional
55924,non functional
48299,non functional
51679,non functional
7861,non functional
74037,functional
2367,non functional
60329,functional
16467,functional
36876,non functional
42906,functional
58855,functional
48072,functional needs repair
34861,functional
38446,functional
25076,non functional
42010,non functional
27880,functional
49961,functional
32989,functional
17483,functional needs repair
54815,non functional
16359,non functional
54840,non functional
6252,non functional
46589,functional
65044,functional
52749,functional
31792,non functional
72814,non functional
19523,non functional
32936,non functional
28011,functional
49940,non functional
21296,functional
57692,functional
60900,functional
69726,functional
4707,functional
5501,non functional
37805,functional
20466,functional
915,functional
15844,functional needs repair
60509,functional
22552,functional
47386,functional needs repair
8521,non functional
54730,functional
58417,non functional
11731,non functional
40490,functional
17385,non functional
63184,functional
45621,non functional
42679,functional
64602,non functional
33317,functional
38658,non functional
64299,functional
36030,functional
18940,functional
45669,functional needs repair
19668,functional
44209,non functional
73269,functional
72767,non functional
68471,functional
907,non functional
57724,functional
19492,functional
18247,functional
61793,functional needs repair
68182,non functional
69769,functional
1580,functional
9327,non functional
18330,functional
9250,functional
29932,non functional
22830,non functional
58200,functional
30920,functional
9138,non functional
50234,functional
54691,functional
16393,functional
56549,functional
9832,functional
31881,functional
12886,non functional
58897,functional
830,non functional
15950,functional
26265,functional
46220,functional
22347,functional
2860,non functional
19021,functional
3484,functional
30298,functional
39782,non functional
74005,functional
5674,non functional
9381,functional
3895,functional needs repair
1673,functional needs repair
29551,functional
41475,non functional
67870,non functional
2791,functional
42255,functional
67164,functional
12440,non functional
13193,functional
60880,functional
71008,functional
67514,functional
34910,functional
383,functional
23977,functional
70543,functional
2906,functional
33810,non functional
10021,functional
46730,functional
1663,functional
2408,functional
72505,non functional
65019,functional
42313,functional
340,functional
50285,functional
3409,functional
26378,functional
47552,functional
32262,non functional
58637,non functional
34827,functional
63294,functional
44867,functional needs repair
26751,functional
66574,non functional
39354,functional
21479,functional
57899,functional
60079,non functional
62070,non functional
20628,non functional
11344,functional
62122,functional
51867,functional
51667,functional needs repair
16857,non functional
27022,functional
10438,functional
57755,non functional
22384,non functional
3380,functional
41843,non functional
35208,functional
37152,non functional
47925,functional
43946,functional
2932,non functional
11829,functional
59013,functional
48338,functional
71276,functional
62998,non functional
6708,functional
9969,non functional
5567,non functional
61598,functional
20745,non functional
72485,non functional
53890,non functional
62984,functional
56024,functional
64958,functional
36386,non functional
12970,functional
63672,non functional
1545,functional
68416,functional
53929,functional
59291,non functional
20931,non functional
18781,non functional
15430,non functional
54042,non functional
56896,non functional
2579,functional
65982,functional
8486,functional
15871,non functional
36433,functional
65239,functional
42513,non functional
63248,functional
2959,functional
64833,non functional
54346,functional
12284,non functional
18056,non functional
9415,non functional
10574,non functional
67761,functional
2413,functional
60358,non functional
72803,functional
71644,functional
43929,functional needs repair
23370,non functional
38121,functional
71352,non functional
26630,functional
72503,functional
36667,functional
13838,non functional
73762,non functional
56917,non functional
64901,non functional
11878,non functional
11761,non functional
22410,functional
29102,functional
36539,functional
9758,functional
28981,functional
56273,functional
35854,non functional
38840,functional needs repair
32235,non functional
36097,non functional
54661,functional
61700,non functional
71556,functional
9296,non functional
26823,non functional
45401,functional
862,functional
12857,functional
60984,functional
68476,functional
18299,non functional
48846,functional
6446,non functional
63522,functional
66298,non functional
39348,non functional
25325,functional
38166,functional
10753,non functional
6496,non functional
66416,functional
47968,non functional
30436,functional
53608,functional
66036,functional
46595,functional
18890,functional
1978,non functional
10656,non functional
69297,non functional
43482,functional
43158,functional
18733,functional
27893,non functional
72342,non functional
37520,functional
11453,functional needs repair
39911,non functional
51620,non functional
18133,non functional
4572,functional needs repair
55691,functional
42966,non functional
66569,non functional
7200,non functional
53136,functional
25723,non functional
66123,functional
7672,functional
37943,non functional
2142,non functional
66405,non functional
13101,functional
73963,functional
26444,non functional
19007,non functional
71761,functional
1467,non functional
35518,non functional
32922,functional
43852,non functional
29438,non functional
56706,functional
39407,functional
58835,non functional
43397,non functional
9994,functional
7622,functional
34194,functional needs repair
13045,functional
32959,functional
50876,functional
31094,functional
37473,functional
61430,functional
47922,functional
52355,functional needs repair
65517,functional
42861,functional
59615,non functional
28406,functional
3716,functional
219,functional
2079,functional
3612,functional needs repair
50670,non functional
33118,functional
25722,non functional
56582,non functional
7760,non functional
39295,functional
68787,non functional
64264,functional
35160,non functional
49452,functional
53668,functional
67380,non functional
45974,non functional
11062,non functional
27946,non functional
50414,functional
38773,non functional
39624,functional
72477,functional
61146,functional
22496,functional needs repair
39554,functional
23463,non functional
26384,functional
42071,functional needs repair
38972,functional
44617,functional
32282,functional
8586,functional
36903,functional
55556,functional
21436,non functional
17030,functional
51806,functional needs repair
44903,non functional
1957,functional
20102,non functional
39391,functional needs repair
10871,functional needs repair
67815,functional
19183,non functional
17711,non functional
59743,functional
11844,functional
40062,functional needs repair
40682,functional
71690,functional
22833,non functional
16908,non functional
43496,functional
62050,non functional
65634,non functional
6309,non functional
38784,functional
38329,functional
69029,functional
25515,functional
30870,functional needs repair
34228,functional
42698,non functional
31674,functional
2848,functional
52616,functional
28760,non functional
1188,functional
13957,functional
20847,functional
39895,functional
44133,functional
47704,non functional
68173,functional needs repair
40526,non functional
26285,functional
67502,non functional
57809,non functional
3915,functional needs repair
69110,functional
21675,functional
16738,functional
13627,non functional
13404,functional needs repair
16649,functional needs repair
8572,functional
71169,functional
71519,non functional
72287,non functional
19168,functional
25981,functional
33996,functional
69749,non functional
53037,non functional
49611,functional
52353,non functional
71599,functional needs repair
29631,functional
54016,functional
71623,functional
67739,non functional
30275,non functional
29073,functional
59974,non functional
47612,non functional
15654,non functional
12002,non functional
10489,non functional
49293,functional
23467,functional
6668,functional needs repair
6876,functional
11289,functional
30283,functional
55091,functional
26166,functional
3449,functional
7498,functional
62730,functional
68654,non functional
5300,functional
22742,functional
2653,non functional
71210,functional
24301,functional
51174,non functional
57324,functional needs repair
47760,functional
34478,functional
44012,non functional
50314,functional
24528,non functional
57041,functional
6407,functional
42635,functional
73702,non functional
67087,functional
7398,functional
20430,non functional
60819,non functional
59586,non functional
49192,functional
39902,functional needs repair
52301,functional
50482,functional
36023,non functional
42509,functional
42398,functional
56132,functional needs repair
37018,functional
33205,functional needs repair
57405,non functional
66229,functional
22953,functional
67348,functional
10496,non functional
49208,non functional
29525,functional
51648,functional
49307,non functional
6408,non functional
53899,non functional
46623,functional
12537,functional
1365,functional
54115,functional
52656,functional
40498,non functional
48970,functional
56235,non functional
36070,functional
63964,functional needs repair
32271,non functional
15011,non functional
38607,non functional
39836,functional
65630,functional
58295,functional
4210,functional
3161,functional
21846,non functional
28509,functional
20933,functional
20195,functional
528,functional needs repair
55726,functional
39291,functional
39436,functional needs repair
29216,functional
12682,non functional
48580,non functional
22504,functional
54078,functional
18687,non functional
41128,non functional
73213,functional
52967,functional
73043,non functional
23440,non functional
51098,non functional
37286,non functional
3953,functional
70347,non functional
61706,non functional
45392,functional
12844,functional
8890,non functional
49091,non functional
44085,non functional
19625,functional
44799,functional
36158,functional
36397,non functional
13057,functional
5874,functional
9067,functional
15956,functional
3693,functional
65220,functional needs repair
31365,functional
60072,non functional
45524,functional
536,non functional
21099,functional
45506,functional
39120,non functional
66657,non functional
20094,functional
20309,non functional
49113,functional
44016,non functional
7210,functional
34555,functional needs repair
16088,functional
25292,functional needs repair
60748,functional
27452,non functional
59367,functional
59662,non functional
63833,functional
63706,functional
40887,functional
3501,non functional
20532,functional
1386,functional
34149,functional
43398,functional
49223,functional
58176,functional
57623,non functional
12860,functional
30913,functional
45960,non functional
34432,non functional
17486,non functional
65669,non functional
37837,functional
73292,functional
11651,non functional
29408,functional
37866,non functional
69690,non functional
53995,functional
53366,functional needs repair
39328,non functional
2320,non functional
67731,functional
57014,functional needs repair
62940,non functional
50725,functional
2855,non functional
25922,functional needs repair
19440,non functional
31206,functional
2349,functional
57290,functional
9508,functional needs repair
66849,functional
62431,non functional
23245,functional
21360,functional
44870,functional
64287,non functional
44968,functional
61846,non functional
49580,functional
15928,functional
25900,functional
31819,functional
48103,non functional
49852,non functional
17098,functional
1767,functional needs repair
33791,non functional
60357,non functional
27287,non functional
50174,functional
60161,non functional
10484,non functional
33521,non functional
56320,non functional
33643,non functional
22899,non functional
63343,non functional
29869,non functional
41463,non functional
23539,functional
2230,functional
26037,functional
375,functional
39654,functional
53096,functional
60168,non functional
16990,non functional
21007,functional needs repair
14315,functional
2177,functional
49269,functional needs repair
4671,functional needs repair
44176,functional
40998,functional
7333,functional
64091,functional
68831,non functional
42058,non functional
7902,non functional
65022,non functional
28086,functional needs repair
45360,non functional
45083,functional needs repair
32905,functional needs repair
39259,functional
38013,functional
38895,non functional
35123,functional
7111,functional
35613,functional
49983,functional
7539,non functional
70967,functional
37779,functional needs repair
17732,non functional
40619,functional
13128,functional
62321,non functional
41884,functional
22763,functional
56616,non functional
48446,functional
59810,functional needs repair
15364,functional
28596,functional
16194,functional
63304,functional
18910,functional
60481,functional
42567,non functional
44374,functional
1807,functional
51223,non functional
15702,functional
11806,non functional
54631,functional needs repair
27402,non functional
3372,functional
64730,non functional
17064,functional
26829,non functional
9453,non functional
67241,functional
73217,functional
66403,functional
48472,functional
64553,functional
24516,non functional
20160,functional
6966,non functional
65057,functional
17269,non functional
11662,functional
27280,non functional
39968,functional needs repair
33060,functional
50189,functional
8863,functional
18527,functional
49700,functional
71248,non functional
52907,functional
7891,functional
50648,non functional
51640,non functional
56160,non functional
61205,functional
37237,non functional
39476,non functional
12645,functional
65423,functional
59104,non functional
12613,functional
20577,functional
32896,functional needs repair
22800,functional
15436,functional needs repair
28147,functional needs repair
62337,functional
46824,non functional
37508,functional
55768,functional
60117,non functional
59651,functional
40212,functional
73448,non functional
51073,functional
5001,functional needs repair
33581,non functional
71443,non functional
52469,functional
56512,functional
36028,functional
22096,non functional
48869,non functional
2988,non functional
18857,non functional
5138,functional
13512,non functional
20209,functional
48604,functional
66879,functional
40331,non functional
49860,non functional
43322,non functional
13054,non functional
51553,functional needs repair
10459,non functional
58533,functional
31297,functional
63877,functional needs repair
42620,functional
45603,non functional
5494,functional
22161,functional needs repair
3807,non functional
9865,functional
23557,functional
48471,functional
13087,non functional
67705,functional
31275,functional needs repair
66376,functional
29811,functional needs repair
47938,functional
60613,non functional
13300,non functional
42764,functional
62481,functional
5483,non functional
72602,functional
72209,non functional
60017,non functional
320,functional
44190,non functional
44812,functional
19675,functional
24619,functional needs repair
51059,non functional
4253,functional
64624,functional
3451,functional
28982,functional
11328,functional
41177,functional
15005,functional
42649,non functional
33997,functional needs repair
9917,functional
55120,functional
59177,non functional
17066,non functional
8462,functional
28474,functional
19611,non functional
53689,functional
69613,functional
40335,functional
21223,functional
48646,non functional
58015,functional
56587,functional
47054,functional
66850,functional
19266,functional
41509,functional
50766,functional
14113,functional
42577,functional
60521,functional
31241,non functional
31095,non functional
42850,non functional
37852,non functional
62257,functional
9974,non functional
55266,non functional
58758,non functional
28508,functional
4268,non functional
29508,non functional
51429,non functional
58930,non functional
21969,functional
37997,non functional
71748,functional
